iso3,entity_type,pais_original,year,scale,framework,total_score,rank,privacy_laws,ai_strategy,data_availability,govt_procurement_advanced_tech,data_capability_govt,technology_skills,ai_startups,log_ai_startups,innovation_capability,digital_public_services,govt_effectiveness,ict_govt_vision,norm_privacy_laws,norm_ai_strategy,norm_data_availability,norm_govt_procurement,norm_data_capability,norm_technology_skills,norm_log_ai_startups,norm_innovation_capability,norm_digital_public_services,norm_govt_effectiveness,norm_ict_govt_vision,avg_governance,avg_infrastructure_data,avg_skills_education,avg_govt_public_services,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail,policy_capacity,ai_infrastructure,governance_2025,public_sector_adoption,development_diffusion,resilience,policy_vision,policy_commitment,compute_capacity,enabling_technical_infrastructure,data_quality,governance_principles,regulatory_compliance,government_digital_policy,e_government_delivery,human_capital_2025,ai_sector_maturity,ai_technology_diffusion,societal_transition,safety_security,ind_ai_strategy,ind_data_protection_laws,ind_cybersecurity,ind_regulatory_quality,ind_ethical_principles,ind_accountability,ind_online_services,ind_foundational_it,ind_govt_promotion_emerging_tech,ind_govt_effectiveness,ind_govt_responsiveness,ind_procurement_data,ind_ai_unicorns_log,ind_non_ai_unicorns_log,ind_ict_trade_services_log,ind_ict_trade_goods_log,ind_software_spending,ind_time_govt_regulations,ind_vc_availability,ind_rd_spending_log,ind_company_investment_emerging_tech,ind_ai_research_papers_log,ind_stem_graduates,ind_github_activity_log,ind_female_stem_graduates,ind_eng_tech_higher_ed_quality,ind_ict_skills,ind_telecom_infrastructure,ind_supercomputers_log,ind_broadband_quality,ind_5g_infrastructure,ind_adoption_emerging_tech,ind_open_data,ind_data_governance,ind_mobile_subscriptions,ind_households_internet,ind_statistical_capacity,ind_cost_internet_device,ind_gender_gap_internet,rank_global,score_global,rank_asia_pacific,score_asia_pacific,rank_africa,score_africa,rank_latam,score_latam,rank_north_america,score_north_america,rank_eastern_europe,score_eastern_europe,rank_australasia,score_australasia,rank_western_europe,score_western_europe,region_pertenece
MLT,pais,Malta,2019,0-10,4_clusters,5.9606497399677485,,1.0,0.0,,3.590713819,0.8011,4.8,8.0,0.903089987,51.0,0.8403,68.7,4.758123125,1.0,0.0,0.0,0.512959117,0.8011,0.6857142857142857,0.2438444622534629,0.51,0.8403,0.687,0.679731875,0.5,0.4380197056666666,0.4798529159892495,0.7356772916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,pais,Colombia,2019,0-10,4_clusters,5.944830979502227,,1.0,0.0,64.0,3.34090085,0.6871,3.9,10.0,1.0,35.5,0.8819,45.74,4.33303721,1.0,0.0,0.64,0.47727155,0.6871,0.5571428571428572,0.2700112566450843,0.355,0.8819,0.4574,0.6190053157142856,0.5,0.6014571833333334,0.3940513712626471,0.6527684385714286,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,pais,Slovakia,2019,0-10,4_clusters,5.9233711201106045,,1.0,0.0,47.0,3.114342312,0.7155,4.7,8.0,0.903089987,46.6,0.7361,67.27,3.520244293,1.0,0.0,0.47,0.4449060445714285,0.7155,0.6714285714285715,0.2438444622534629,0.466,0.7361,0.6727,0.5028920418571429,0.5,0.5434686815238096,0.4604243445606781,0.6372306806190475,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,pais,Turkey,2019,0-10,4_clusters,5.8789558127826185,,1.0,0.0,37.0,3.704993319,0.7112,3.4,41.0,1.612783857,44.0,0.8889,46.36,3.883508799,1.0,0.0,0.37,0.5292847598571429,0.7112,0.4857142857142857,0.435469795925476,0.44,0.8889,0.4636,0.5547869712857143,0.5,0.5368282532857144,0.4537280272132539,0.6357623237619048,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,pais,Bulgaria,2019,0-10,4_clusters,5.806067716047002,,1.0,0.0,45.0,3.138584187,0.7177,4.2,16.0,1.204119983,43.9,0.7639,52.36,3.768608177,1.0,0.0,0.45,0.4483691695714286,0.7177,0.6,0.3251259497612876,0.439,0.7639,0.5236,0.5383725967142857,0.5,0.5386897231904763,0.4547086499204292,0.6086241989047619,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,pais,Hungary,2019,0-10,4_clusters,5.794013538459522,,1.0,1.0,,2.924026633,0.7265,3.5,24.0,1.380211242,48.0,0.7361,56.41,3.478460133,1.0,0.5,0.0,0.4177180904285714,0.7265,0.5,0.3726725718880926,0.48,0.7361,0.5640999999999999,0.4969228761428571,0.75,0.3814060301428572,0.4508908572960308,0.5990409587142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,pais,Greece,2019,0-10,4_clusters,5.7600818235461855,,1.0,0.0,46.0,2.57880582,0.7833,4.2,21.0,1.322219295,45.0,0.8194,50.41,2.925068291,1.0,0.0,0.46,0.3684008314285714,0.7833,0.6,0.3570140934033275,0.45,0.8194,0.5041,0.4178668987142857,0.5,0.5372336104761904,0.4690046978011091,0.580455632904762,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,pais,Philippines (the),2019,0-10,4_clusters,5.703820851392967,,1.0,0.0,30.0,3.464000006,0.6512,5.1,9.0,0.9542425094,37.2,0.8819,44.86,3.98325242,1.0,0.0,0.3,0.4948571437142857,0.6512,0.7285714285714285,0.2576562191072527,0.372,0.8819,0.4486,0.56903606,0.5,0.4820190479047619,0.4527425492262271,0.6331786866666667,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,pais,Argentina,2019,0-10,4_clusters,5.684488358394996,,1.0,0.0,60.0,2.502277837,0.7335,4.0,31.0,1.491361694,40.5,0.75,49.56,2.581649556,1.0,0.0,0.6,0.3574682624285714,0.7335,0.5714285714285714,0.4026844451092818,0.405,0.75,0.4956,0.3688070794285714,0.5,0.5636560874761904,0.459704338845951,0.5381356931428571,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,pais,Kenya,2019,0-10,4_clusters,5.672401122876386,,1.0,1.0,15.0,3.797694729,0.4541,4.7,13.0,1.113943352,36.5,0.625,37.37,4.829072421,1.0,0.5,0.15,0.5425278184285715,0.4541,0.6714285714285715,0.3007772443049575,0.365,0.625,0.3737,0.6898674887142857,0.75,0.3822092728095238,0.4457352719111763,0.5628558295714285,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,pais,Cyprus,2019,0-10,4_clusters,5.668483113502227,,1.0,0.0,,3.307857801,0.7736,4.9,10.0,1.0,44.7,0.7847,69.47,3.681445197,1.0,0.0,0.0,0.4725511144285714,0.7736,0.7000000000000001,0.2700112566450843,0.447,0.7847,0.6947,0.5259207424285715,0.5,0.4153837048095237,0.4723370855483615,0.6684402474761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,pais,Tunisia,2019,0-10,4_clusters,5.652322222340127,,1.0,1.0,22.0,2.84161844,0.6254,4.4,7.0,0.84509804,32.7,0.8056,39.93,3.58623523,1.0,0.5,0.22,0.4059454914285714,0.6254,0.6285714285714287,0.2281859837686977,0.327,0.8056,0.3993,0.5123193185714287,0.75,0.4171151638095238,0.3945858041133754,0.5724064395238094,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,pais,Romania,2019,0-10,4_clusters,5.540178216544531,,1.0,0.0,51.0,2.895348472,0.6671,4.4,25.0,1.397940009,39.6,0.6597,40.93,3.348982274,1.0,0.0,0.51,0.4136212102857142,0.6671,0.6285714285714287,0.3774595385445305,0.396,0.6597,0.4093,0.4784260391428571,0.5,0.5302404034285714,0.4673436557053197,0.5158086797142857,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,pais,Thailand,2019,0-10,4_clusters,5.457617607682034,,1.0,0.0,34.0,3.087674484,0.6543,4.4,8.0,0.903089987,42.1,0.6389,53.49,3.885037534,1.0,0.0,0.34,0.4410963548571428,0.6543,0.6285714285714287,0.2438444622534629,0.421,0.6389,0.5349,0.555005362,0.5,0.4784654516190476,0.4311386302749638,0.5762684539999999,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,pais,Indonesia,2019,0-10,4_clusters,5.419575463831899,,1.0,0.0,25.0,4.15277275,0.5258,4.7,21.0,1.322219295,37.1,0.5694,45.51,4.386056843,1.0,0.0,0.25,0.59325325,0.5258,0.6714285714285715,0.3570140934033275,0.371,0.5694,0.4551,0.626579549,0.5,0.4563510833333333,0.4664808882772996,0.5503598496666666,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,pais,Serbia,2019,0-10,4_clusters,5.3641082405409275,,1.0,0.0,41.0,2.845059683,0.7155,4.2,4.0,0.6020599913,39.7,0.7361,47.44,3.234757177,1.0,0.0,0.41,0.4064370975714286,0.7155,0.6,0.1625629748266415,0.397,0.7361,0.4744,0.4621081681428571,0.5,0.5106456991904762,0.3865209916088805,0.557536056047619,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,pais,Oman,2019,0-10,4_clusters,5.320782214285715,,1.0,0.0,14.0,3.656327245,0.6846,4.9,0.0,,32.6,0.8125,49.89,4.455148255,1.0,0.0,0.14,0.5223324635714286,0.6846,0.7000000000000001,0.0,0.326,0.8125,0.4989,0.6364497507142858,0.5,0.4489774878571428,0.342,0.6492832502380952,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,pais,Mauritius,2019,0-10,4_clusters,5.3178903391411065,,1.0,0.0,,3.424767371,0.6678,4.5,2.0,0.3010299957,38.3,0.7292,68.96,4.444294591,1.0,0.0,0.0,0.4892524815714286,0.6678,0.6428571428571429,0.0812814874268213,0.3829999999999999,0.7292,0.6896,0.6348992272857144,0.5,0.3856841605238095,0.3690462100946547,0.6845664090952382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,pais,The former Yugoslav Republic of Macedonia,2019,0-10,4_clusters,5.284411640426822,,1.0,0.0,31.0,3.902757855,0.6312,3.6,2.0,0.3010299957,31.1,0.7153,47.51,4.820953216,1.0,0.0,0.31,0.5575368364285714,0.6312,0.5142857142857143,0.0812814874268213,0.311,0.7153,0.4750999999999999,0.6887076022857144,0.5,0.4995789454761905,0.3021890672375119,0.6263692007619047,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,pais,Croatia,2019,0-10,4_clusters,5.272676846255212,,1.0,0.0,39.0,2.672116753,0.7018,3.6,4.0,0.6020599913,37.7,0.6806,57.22,3.447480347,1.0,0.0,0.39,0.3817309647142857,0.7018,0.5142857142857143,0.1625629748266415,0.377,0.6806,0.5722,0.4924971924285714,0.5,0.4911769882380952,0.3512828963707853,0.5817657308095239,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,pais,Ukraine,2019,0-10,4_clusters,5.26602090756543,,1.0,0.0,48.0,3.022535527,0.6165,4.4,30.0,1.477121255,39.0,0.5694,30.7,3.107435262,1.0,0.0,0.48,0.4317907895714286,0.6165,0.6285714285714287,0.398839366279714,0.39,0.5694,0.307,0.4439193231428571,0.5,0.5094302631904762,0.4724702649503809,0.440106441047619,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,pais,Azerbaijan,2019,0-10,4_clusters,5.243887937285714,,1.0,0.0,,4.153780695,0.6574,5.2,,,36.0,0.7292,41.29,5.236934866,1.0,0.0,0.0,0.5933972421428572,0.6574,0.7428571428571429,0.0,0.36,0.7292,0.4129,0.7481335522857143,0.5,0.4169324140476191,0.3676190476190475,0.6300778507619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,pais,Kazakhstan,2019,0-10,4_clusters,5.235666218855393,,1.0,0.0,,3.402427653,0.7597,4.6,2.0,0.3010299957,32.1,0.8681,43.66,4.380465467,1.0,0.0,0.0,0.4860610932857143,0.7597,0.6571428571428571,0.0812814874268213,0.321,0.8681,0.4366,0.6257807809999999,0.5,0.4152536977619048,0.3531414481898928,0.6434935936666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,pais,Costa Rica,2019,0-10,4_clusters,5.201992439857143,,1.0,0.0,23.0,2.933128148,0.7004,5.0,1.0,0.0,40.4,0.6736,53.99,3.645518931,1.0,0.0,0.23,0.4190183068571428,0.7004,0.7142857142857143,0.0,0.4039999999999999,0.6736,0.5399,0.5207884187142857,0.5,0.4498061022857142,0.3727619047619048,0.5780961395714286,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,pais,Montenegro,2019,0-10,4_clusters,5.195331740571428,,1.0,0.0,35.0,3.229536831,0.6966,4.1,0.0,,34.9,0.6667,47.76,4.258485353,1.0,0.0,0.35,0.4613624044285714,0.6966,0.5857142857142856,0.0,0.349,0.6667,0.4775999999999999,0.6083550504285714,0.5,0.5026541348095238,0.3115714285714285,0.5842183501428572,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,pais,South Africa,2019,0-10,4_clusters,5.151937233812782,,1.0,0.0,40.0,2.768414587,0.6618,3.5,26.0,1.414973348,,0.8333,51.92,3.220634927,1.0,0.0,0.4,0.3954877981428571,0.6618,0.5,0.3820587318127822,0.0,0.8333,0.5192,0.4600907038571428,0.5,0.4857625993809524,0.2940195772709274,0.6041969012857143,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,pais,Panama,2019,0-10,4_clusters,5.136134371857143,,1.0,0.0,25.0,3.972032669,0.6092,3.7,0.0,,37.5,0.6597,49.78,4.539007934,1.0,0.0,0.25,0.5674332384285714,0.6092,0.5285714285714286,0.0,0.375,0.6597,0.4978,0.6484297048571428,0.5,0.4755444128095238,0.3011904761904762,0.6019765682857142,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,pais,Viet Nam,2019,0-10,4_clusters,5.08093702335937,,1.0,0.0,,3.8523911,0.5931,3.7,10.0,1.0,33.4,0.7361,45.43,4.301589267,1.0,0.0,0.0,0.5503415857142857,0.5931,0.5285714285714286,0.2700112566450843,0.3339999999999999,0.7361,0.4543,0.6145127524285714,0.5,0.3811471952380952,0.3775275617388376,0.6016375841428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,pais,Peru,2019,0-10,4_clusters,5.076199983110606,,1.0,0.0,29.0,2.693362267,0.6461,3.6,8.0,0.903089987,31.9,0.8194,40.94,3.145826379,1.0,0.0,0.29,0.3847660381428571,0.6461,0.5142857142857143,0.2438444622534629,0.319,0.8194,0.4094,0.4494037684285714,0.5,0.4402886793809523,0.3590433921797257,0.5594012561428572,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,pais,Iran (Islamic Republic of),2019,0-10,4_clusters,5.049470443678682,,1.0,0.0,21.0,3.178290541,0.6083,4.2,9.0,0.9542425094,37.6,0.6319,40.1,3.574009031,1.0,0.0,0.21,0.4540415058571428,0.6083,0.6,0.2576562191072527,0.376,0.6319,0.401,0.5105727187142858,0.5,0.4241138352857143,0.4112187397024175,0.5144909062380952,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,pais,Trinidad and Tobago,2019,0-10,4_clusters,5.0376127658393415,,1.0,0.0,21.0,2.880084033,0.644,4.4,3.0,0.4771212547,33.5,0.6389,50.71,3.736408561,1.0,0.0,0.21,0.4114405761428572,0.644,0.6285714285714287,0.1288281095536263,0.335,0.6389,0.5071,0.5337726515714286,0.5,0.4218135253809524,0.3641331793750184,0.5599242171904762,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,pais,Jordan,2019,0-10,4_clusters,4.927361624540927,,1.0,0.0,,3.668547741,0.5575,4.7,4.0,0.6020599913,38.9,0.4931,48.55,4.509342807,1.0,0.0,0.0,0.5240782487142857,0.5575,0.6714285714285715,0.1625629748266415,0.389,0.4931,0.4855,0.6441918295714286,0.5,0.3605260829047618,0.4076638487517376,0.5409306098571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,pais,Ghana,2019,0-10,4_clusters,4.888198281683784,,1.0,0.0,16.0,3.489354708,0.539,4.1,4.0,0.6020599913,32.7,0.6944,40.15,3.63679244,1.0,0.0,0.16,0.498479244,0.539,0.5857142857142856,0.1625629748266415,0.327,0.6944,0.4014999999999999,0.5195417771428571,0.5,0.399159748,0.3584257535136423,0.5384805923809522,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,pais,Georgia,2019,0-10,4_clusters,4.863146482283964,,1.0,0.0,,3.049373002,0.6893,3.7,2.0,0.3010299957,32.7,0.6944,57.88,3.697181962,1.0,0.0,0.0,0.4356247145714285,0.6893,0.5285714285714286,0.0812814874268213,0.327,0.6944,0.5788,0.5281688517142857,0.5,0.3749749048571428,0.31228430533275,0.6004562839047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,pais,Dominican Republic (the),2019,0-10,4_clusters,4.803552764267913,,1.0,0.0,27.0,3.227629079,0.5726,3.6,3.0,0.4771212547,31.4,0.6597,38.98,3.452743504,1.0,0.0,0.27,0.4610898684285714,0.5726,0.5142857142857143,0.1288281095536263,0.314,0.6597,0.3898,0.4932490719999999,0.5,0.4345632894761905,0.3190379412797802,0.5142496906666666,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,pais,Saudi Arabia,2019,0-10,4_clusters,4.778587153255213,,0.0,0.0,,4.500831761,0.7119,5.1,4.0,0.6020599913,47.4,0.7917,51.2,5.284137488,0.0,0.0,0.0,0.6429759658571428,0.7119,0.7285714285714285,0.1625629748266415,0.474,0.7917,0.512,0.754876784,0.0,0.4516253219523809,0.45504480113269,0.6861922613333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,pais,Kuwait,2019,0-10,4_clusters,4.724960832000001,,1.0,0.0,,2.938677127,0.7388,4.2,1.0,0.0,30.5,0.7917,40.69,3.239248697,1.0,0.0,0.0,0.4198110181428571,0.7388,0.6,0.0,0.305,0.7917,0.4069,0.4627498138571428,0.5,0.3862036727142857,0.3016666666666667,0.5537832712857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,pais,Morocco,2019,0-10,4_clusters,4.717105062789692,,1.0,0.0,,3.03417513,0.5214,3.7,5.0,0.6989700043,34.0,0.6667,42.69,4.279451925,1.0,0.0,0.0,0.43345359,0.5214,0.5285714285714286,0.188729769218263,0.34,0.6667,0.4269,0.611350275,0.5,0.3182845299999999,0.3524337325965638,0.5683167583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,pais,Armenia,2019,0-10,4_clusters,4.716286758410769,,1.0,0.0,,2.84786116,0.5944,4.4,3.0,0.4771212547,38.8,0.5625,41.47,4.147149382,1.0,0.0,0.0,0.4068373085714286,0.5944,0.6285714285714287,0.1288281095536263,0.3879999999999999,0.5625,0.4147,0.5924499117142857,0.5,0.3337457695238095,0.381799846041685,0.5232166372380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,pais,Ecuador,2019,0-10,4_clusters,4.6464393655696785,,1.0,0.0,,3.280701637,0.6129,3.7,2.0,0.3010299957,32.0,0.7292,34.45,3.92920351,1.0,0.0,0.0,0.4686716624285714,0.6129,0.5285714285714286,0.0812814874268213,0.32,0.7292,0.3445,0.5613147871428571,0.5,0.3605238874761904,0.3099509719994167,0.545004929047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,pais,Albania,2019,0-10,4_clusters,4.614446607,,1.0,0.0,36.0,3.829768256,0.6519,,0.0,,31.7,0.7361,45.16,3.855157993,1.0,0.0,0.36,0.5471097508571429,0.6519,0.0,0.0,0.317,0.7361,0.4515999999999999,0.5507368561428572,0.5,0.519669916952381,0.1056666666666666,0.579478952047619,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,pais,Pakistan,2019,0-10,4_clusters,4.570256623539176,,1.0,0.0,19.0,3.551027118,0.3566,4.1,8.0,0.903089987,34.9,0.5486,29.35,3.469958011,1.0,0.0,0.19,0.5072895882857142,0.3566,0.5857142857142856,0.2438444622534629,0.349,0.5486,0.2935,0.4957082872857143,0.5,0.3512965294285714,0.3928529159892495,0.4459360957619048,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,pais,El Salvador,2019,0-10,4_clusters,4.565811593857143,,1.0,0.0,35.0,3.031478098,0.5469,3.3,0.0,,26.9,0.625,38.25,3.415403059,1.0,0.0,0.35,0.4330682997142857,0.5469,0.4714285714285714,0.0,0.2689999999999999,0.625,0.3825,0.4879147227142857,0.5,0.4433227665714286,0.2468095238095238,0.4984715742380952,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,pais,Republic of Moldova (the),2019,0-10,4_clusters,4.533948660285715,,1.0,0.0,,2.521036094,0.659,4.4,0.0,,30.2,0.7708,29.86,3.603804528,1.0,0.0,0.0,0.3601480134285714,0.659,0.6285714285714287,0.0,0.302,0.7708,0.2986,0.5148292182857143,0.5,0.3397160044761905,0.3101904761904762,0.528076406095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,pais,Jamaica,2019,0-10,4_clusters,4.475860206285714,,1.0,0.0,26.0,2.876676257,0.4697,3.9,1.0,0.0,34.3,0.3194,55.4,3.931645187,1.0,0.0,0.26,0.410953751,0.4697,0.5571428571428572,0.0,0.3429999999999999,0.3194,0.5539999999999999,0.5616635981428572,0.5,0.380217917,0.300047619047619,0.4783545327142857,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,pais,Nepal,2019,0-10,4_clusters,4.399968467982198,,1.0,0.0,20.0,2.863881175,0.4748,3.7,3.0,0.4771212547,29.0,0.6875,25.03,3.015901334,1.0,0.0,0.2,0.4091258821428571,0.4748,0.5285714285714286,0.1288281095536263,0.29,0.6875,0.2503,0.4308430477142857,0.5,0.3613086273809524,0.3157998460416849,0.4562143492380952,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
