record_type,iso3,variable_matriz,component,value,explained_variance_ratio
loading,,wipo_in_5_1_score,PC5,-0.002076,0.037459
loading,,wipo_in_5_1_score,PC6,-0.028464,0.032488
loading,,wipo_in_5_1_score,PC7,0.025536,0.024564
loading,,wipo_in_5_1_score,PC8,0.065331,0.017946
loading,,wipo_in_5_1_score,PC9,-0.068893,0.010927
loading,,wipo_in_5_1_score,PC10,0.011507,0.007181
loading,,wipo_in_5_2_1_score,PC1,0.063656,0.37287
loading,,wipo_in_5_2_1_score,PC2,-0.001055,0.22296
loading,,wipo_in_5_2_1_score,PC3,0.009658,0.148778
loading,,wipo_in_5_2_1_score,PC4,-0.000141,0.060602
loading,,wipo_in_5_2_1_score,PC5,0.00892,0.037459
loading,,wipo_in_5_2_1_score,PC6,-0.046036,0.032488
loading,,wipo_in_5_2_1_score,PC7,0.035749,0.024564
loading,,wipo_in_5_2_1_score,PC8,0.0048,0.017946
loading,,wipo_in_5_2_1_score,PC9,-0.052956,0.010927
loading,,wipo_in_5_2_1_score,PC10,0.031533,0.007181
loading,,wipo_in_5_2_4_score,PC1,0.025142,0.37287
loading,,wipo_in_5_2_4_score,PC2,0.002415,0.22296
loading,,wipo_in_5_2_4_score,PC3,-0.007223,0.148778
loading,,wipo_in_5_2_4_score,PC4,0.045135,0.060602
loading,,wipo_in_5_2_4_score,PC5,0.022562,0.037459
loading,,wipo_in_5_2_4_score,PC6,-0.027757,0.032488
loading,,wipo_in_5_2_4_score,PC7,-0.030241,0.024564
loading,,wipo_in_5_2_4_score,PC8,0.018872,0.017946
loading,,wipo_in_5_2_4_score,PC9,0.038751,0.010927
loading,,wipo_in_5_2_4_score,PC10,-0.09207,0.007181
loading,,wipo_in_5_2_5_score,PC1,0.358782,0.37287
loading,,wipo_in_5_2_5_score,PC2,-0.030759,0.22296
loading,,wipo_in_5_2_5_score,PC3,0.046579,0.148778
loading,,wipo_in_5_2_5_score,PC4,0.070922,0.060602
loading,,wipo_in_5_2_5_score,PC5,-0.058703,0.037459
loading,,wipo_in_5_2_5_score,PC6,-0.322396,0.032488
loading,,wipo_in_5_2_5_score,PC7,0.119503,0.024564
loading,,wipo_in_5_2_5_score,PC8,0.555214,0.017946
loading,,wipo_in_5_2_5_score,PC9,0.022271,0.010927
loading,,wipo_in_5_2_5_score,PC10,0.12969,0.007181
loading,,wipo_in_5_2_score,PC1,0.059459,0.37287
loading,,wipo_in_5_2_score,PC2,0.002155,0.22296
loading,,wipo_in_5_2_score,PC3,0.001092,0.148778
loading,,wipo_in_5_2_score,PC4,0.04738,0.060602
loading,,wipo_in_5_2_score,PC5,0.016393,0.037459
loading,,wipo_in_5_2_score,PC6,-0.054208,0.032488
loading,,wipo_in_5_2_score,PC7,-0.006874,0.024564
loading,,wipo_in_5_2_score,PC8,0.035245,0.017946
loading,,wipo_in_5_2_score,PC9,-0.001838,0.010927
loading,,wipo_in_5_2_score,PC10,-0.080078,0.007181
loading,,wipo_in_5_3_1_score,PC1,0.041537,0.37287
loading,,wipo_in_5_3_1_score,PC2,0.009486,0.22296
loading,,wipo_in_5_3_1_score,PC3,0.016443,0.148778
loading,,wipo_in_5_3_1_score,PC4,0.015314,0.060602
loading,,wipo_in_5_3_1_score,PC5,0.030113,0.037459
loading,,wipo_in_5_3_1_score,PC6,-0.024587,0.032488
loading,,wipo_in_5_3_1_score,PC7,-0.012291,0.024564
loading,,wipo_in_5_3_1_score,PC8,-0.029137,0.017946
loading,,wipo_in_5_3_1_score,PC9,-0.036075,0.010927
loading,,wipo_in_5_3_1_score,PC10,-0.016743,0.007181
loading,,wipo_in_5_3_3_score,PC1,0.035662,0.37287
loading,,wipo_in_5_3_3_score,PC2,0.007246,0.22296
loading,,wipo_in_5_3_3_score,PC3,0.011389,0.148778
loading,,wipo_in_5_3_3_score,PC4,0.004276,0.060602
loading,,wipo_in_5_3_3_score,PC5,-0.011716,0.037459
loading,,wipo_in_5_3_3_score,PC6,-0.003833,0.032488
loading,,wipo_in_5_3_3_score,PC7,-0.02667,0.024564
loading,,wipo_in_5_3_3_score,PC8,0.064091,0.017946
loading,,wipo_in_5_3_3_score,PC9,-0.079558,0.010927
loading,,wipo_in_5_3_3_score,PC10,0.030935,0.007181
loading,,wipo_in_5_3_4_score,PC1,-0.036536,0.37287
loading,,wipo_in_5_3_4_score,PC2,-0.004214,0.22296
loading,,wipo_in_5_3_4_score,PC3,-0.022199,0.148778
loading,,wipo_in_5_3_4_score,PC4,0.062394,0.060602
loading,,wipo_in_5_3_4_score,PC5,-0.054822,0.037459
loading,,wipo_in_5_3_4_score,PC6,0.088346,0.032488
loading,,wipo_in_5_3_4_score,PC7,-0.121764,0.024564
loading,,wipo_in_5_3_4_score,PC8,0.193405,0.017946
loading,,wipo_in_5_3_4_score,PC9,-0.058743,0.010927
loading,,wipo_in_5_3_4_score,PC10,0.309634,0.007181
loading,,wipo_in_5_3_score,PC1,0.030556,0.37287
loading,,wipo_in_5_3_score,PC2,0.007727,0.22296
loading,,wipo_in_5_3_score,PC3,0.004653,0.148778
loading,,wipo_in_5_3_score,PC4,0.032354,0.060602
loading,,wipo_in_5_3_score,PC5,0.028325,0.037459
loading,,wipo_in_5_3_score,PC6,0.021428,0.032488
loading,,wipo_in_5_3_score,PC7,-0.001626,0.024564
loading,,wipo_in_5_3_score,PC8,0.025762,0.017946
loading,,wipo_in_5_3_score,PC9,-0.084805,0.010927
loading,,wipo_in_5_3_score,PC10,0.034176,0.007181
loading,,wipo_in_5_score,PC1,0.051627,0.37287
loading,,wipo_in_5_score,PC2,0.000482,0.22296
loading,,wipo_in_5_score,PC3,0.00609,0.148778
loading,,wipo_in_5_score,PC4,0.037895,0.060602
loading,,wipo_in_5_score,PC5,0.016762,0.037459
loading,,wipo_in_5_score,PC6,-0.026248,0.032488
loading,,wipo_in_5_score,PC7,0.006338,0.024564
loading,,wipo_in_5_score,PC8,0.049976,0.017946
loading,,wipo_in_5_score,PC9,-0.05904,0.010927
loading,,wipo_in_5_score,PC10,-0.0171,0.007181
loading,,wipo_in_score,PC1,0.04609,0.37287
loading,,wipo_in_score,PC2,0.000492,0.22296
loading,,wipo_in_score,PC3,-0.00479,0.148778
loading,,wipo_in_score,PC4,0.043816,0.060602
loading,,wipo_in_score,PC5,0.030468,0.037459
loading,,wipo_in_score,PC6,-0.029311,0.032488
loading,,wipo_in_score,PC7,-0.042134,0.024564
loading,,wipo_in_score,PC8,0.006987,0.017946
loading,,wipo_in_score,PC9,-0.027816,0.010927
loading,,wipo_in_score,PC10,-0.015254,0.007181
loading,,wipo_out_6_1_1_score,PC1,0.058827,0.37287
loading,,wipo_out_6_1_1_score,PC2,0.009938,0.22296
loading,,wipo_out_6_1_1_score,PC3,0.006801,0.148778
loading,,wipo_out_6_1_1_score,PC4,0.014276,0.060602
loading,,wipo_out_6_1_1_score,PC5,-0.008659,0.037459
loading,,wipo_out_6_1_1_score,PC6,-0.039152,0.032488
loading,,wipo_out_6_1_1_score,PC7,-0.004892,0.024564
loading,,wipo_out_6_1_1_score,PC8,0.040953,0.017946
loading,,wipo_out_6_1_1_score,PC9,-0.012918,0.010927
loading,,wipo_out_6_1_1_score,PC10,0.053211,0.007181
loading,,wipo_out_6_1_4_score,PC1,0.048707,0.37287
loading,,wipo_out_6_1_4_score,PC2,-0.015444,0.22296
loading,,wipo_out_6_1_4_score,PC3,0.007726,0.148778
loading,,wipo_out_6_1_4_score,PC4,0.006653,0.060602
loading,,wipo_out_6_1_4_score,PC5,0.005482,0.037459
loading,,wipo_out_6_1_4_score,PC6,-0.05116,0.032488
loading,,wipo_out_6_1_4_score,PC7,-0.045705,0.024564
loading,,wipo_out_6_1_4_score,PC8,0.054912,0.017946
loading,,wipo_out_6_1_4_score,PC9,-0.083079,0.010927
loading,,wipo_out_6_1_4_score,PC10,0.04215,0.007181
loading,,wipo_out_6_1_5_score,PC1,0.062714,0.37287
loading,,wipo_out_6_1_5_score,PC2,0.026171,0.22296
loading,,wipo_out_6_1_5_score,PC3,0.014865,0.148778
loading,,wipo_out_6_1_5_score,PC4,0.062175,0.060602
loading,,wipo_out_6_1_5_score,PC5,-0.032541,0.037459
loading,,wipo_out_6_1_5_score,PC6,-0.044627,0.032488
loading,,wipo_out_6_1_5_score,PC7,0.051815,0.024564
loading,,wipo_out_6_1_5_score,PC8,-0.012791,0.017946
loading,,wipo_out_6_1_5_score,PC9,-0.050968,0.010927
loading,,wipo_out_6_1_5_score,PC10,0.0235,0.007181
loading,,wipo_out_6_1_score,PC1,0.054012,0.37287
loading,,wipo_out_6_1_score,PC2,0.003881,0.22296
loading,,wipo_out_6_1_score,PC3,0.009223,0.148778
loading,,wipo_out_6_1_score,PC4,0.024596,0.060602
loading,,wipo_out_6_1_score,PC5,0.004042,0.037459
loading,,wipo_out_6_1_score,PC6,-0.055093,0.032488
loading,,wipo_out_6_1_score,PC7,0.005494,0.024564
loading,,wipo_out_6_1_score,PC8,0.039503,0.017946
loading,,wipo_out_6_1_score,PC9,-0.035406,0.010927
loading,,wipo_out_6_1_score,PC10,0.040922,0.007181
loading,,wipo_out_6_2_score,PC1,0.03874,0.37287
loading,,wipo_out_6_2_score,PC2,0.015752,0.22296
loading,,wipo_out_6_2_score,PC3,-0.002804,0.148778
loading,,wipo_out_6_2_score,PC4,0.023925,0.060602
loading,,wipo_out_6_2_score,PC5,0.01846,0.037459
loading,,wipo_out_6_2_score,PC6,-0.018427,0.032488
loading,,wipo_out_6_2_score,PC7,-0.000872,0.024564
loading,,wipo_out_6_2_score,PC8,0.031488,0.017946
loading,,wipo_out_6_2_score,PC9,-0.05983,0.010927
loading,,wipo_out_6_2_score,PC10,-0.016395,0.007181
loading,,wipo_out_6_3_1_score,PC1,0.201643,0.37287
loading,,wipo_out_6_3_1_score,PC2,-0.010864,0.22296
loading,,wipo_out_6_3_1_score,PC3,0.038907,0.148778
loading,,wipo_out_6_3_1_score,PC4,-0.011113,0.060602
loading,,wipo_out_6_3_1_score,PC5,-0.054242,0.037459
loading,,wipo_out_6_3_1_score,PC6,-0.113918,0.032488
loading,,wipo_out_6_3_1_score,PC7,0.150596,0.024564
loading,,wipo_out_6_3_1_score,PC8,0.026486,0.017946
loading,,wipo_out_6_3_1_score,PC9,-0.023047,0.010927
loading,,wipo_out_6_3_1_score,PC10,-0.13214,0.007181
loading,,wipo_out_6_3_4_score,PC1,0.022831,0.37287
loading,,wipo_out_6_3_4_score,PC2,0.023238,0.22296
loading,,wipo_out_6_3_4_score,PC3,-0.004005,0.148778
loading,,wipo_out_6_3_4_score,PC4,-0.013276,0.060602
loading,,wipo_out_6_3_4_score,PC5,0.058191,0.037459
loading,,wipo_out_6_3_4_score,PC6,-0.027096,0.032488
loading,,wipo_out_6_3_4_score,PC7,-0.036503,0.024564
loading,,wipo_out_6_3_4_score,PC8,0.077361,0.017946
loading,,wipo_out_6_3_4_score,PC9,0.003402,0.010927
loading,,wipo_out_6_3_4_score,PC10,0.039595,0.007181
loading,,wipo_out_6_3_score,PC1,0.041696,0.37287
loading,,wipo_out_6_3_score,PC2,0.005804,0.22296
loading,,wipo_out_6_3_score,PC3,-0.000871,0.148778
loading,,wipo_out_6_3_score,PC4,0.024805,0.060602
loading,,wipo_out_6_3_score,PC5,0.055793,0.037459
loading,,wipo_out_6_3_score,PC6,-0.005278,0.032488
loading,,wipo_out_6_3_score,PC7,0.016761,0.024564
loading,,wipo_out_6_3_score,PC8,-0.000681,0.017946
loading,,wipo_out_6_3_score,PC9,-0.039442,0.010927
loading,,wipo_out_6_3_score,PC10,0.049986,0.007181
loading,,wipo_out_6_score,PC1,0.047505,0.37287
loading,,wipo_out_6_score,PC2,0.008434,0.22296
loading,,wipo_out_6_score,PC3,0.002154,0.148778
loading,,wipo_out_6_score,PC4,0.025796,0.060602
loading,,wipo_out_6_score,PC5,0.028721,0.037459
loading,,wipo_out_6_score,PC6,-0.027601,0.032488
loading,,wipo_out_6_score,PC7,0.008234,0.024564
loading,,wipo_out_6_score,PC8,0.023597,0.017946
loading,,wipo_out_6_score,PC9,-0.04628,0.010927
loading,,wipo_out_6_score,PC10,0.029268,0.007181
loading,,wipo_out_7_1_score,PC1,0.030118,0.37287
loading,,wipo_out_7_1_score,PC2,0.012994,0.22296
loading,,wipo_out_7_1_score,PC3,0.007315,0.148778
loading,,wipo_out_7_1_score,PC4,0.039843,0.060602
loading,,wipo_out_7_1_score,PC5,0.001333,0.037459
loading,,wipo_out_7_1_score,PC6,-0.014629,0.032488
loading,,wipo_out_7_1_score,PC7,-0.004221,0.024564
loading,,wipo_out_7_1_score,PC8,-0.016598,0.017946
loading,,wipo_out_7_1_score,PC9,-0.024541,0.010927
loading,,wipo_out_7_1_score,PC10,0.007885,0.007181
loading,,wipo_out_7_2_score,PC1,0.028061,0.37287
loading,,wipo_out_7_2_score,PC2,-0.000234,0.22296
loading,,wipo_out_7_2_score,PC3,0.000114,0.148778
loading,,wipo_out_7_2_score,PC4,0.022732,0.060602
loading,,wipo_out_7_2_score,PC5,0.040324,0.037459
loading,,wipo_out_7_2_score,PC6,-0.014581,0.032488
loading,,wipo_out_7_2_score,PC7,0.010911,0.024564
loading,,wipo_out_7_2_score,PC8,0.002001,0.017946
loading,,wipo_out_7_2_score,PC9,-0.02122,0.010927
loading,,wipo_out_7_2_score,PC10,0.053871,0.007181
loading,,wipo_out_7_3_1_score,PC1,0.211234,0.37287
loading,,wipo_out_7_3_1_score,PC2,-0.031079,0.22296
loading,,wipo_out_7_3_1_score,PC3,0.026563,0.148778
loading,,wipo_out_7_3_1_score,PC4,0.00691,0.060602
loading,,wipo_out_7_3_1_score,PC5,-0.016999,0.037459
loading,,wipo_out_7_3_1_score,PC6,-0.105779,0.032488
loading,,wipo_out_7_3_1_score,PC7,0.061012,0.024564
loading,,wipo_out_7_3_1_score,PC8,-0.026468,0.017946
loading,,wipo_out_7_3_1_score,PC9,-0.153549,0.010927
loading,,wipo_out_7_3_1_score,PC10,0.195791,0.007181
loading,,wipo_out_7_3_2_score,PC1,0.127428,0.37287
loading,,wipo_out_7_3_2_score,PC2,-0.026282,0.22296
loading,,wipo_out_7_3_2_score,PC3,0.015915,0.148778
loading,,wipo_out_7_3_2_score,PC4,0.017376,0.060602
loading,,wipo_out_7_3_2_score,PC5,0.037814,0.037459
loading,,wipo_out_7_3_2_score,PC6,-0.086244,0.032488
loading,,wipo_out_7_3_2_score,PC7,-0.034808,0.024564
loading,,wipo_out_7_3_2_score,PC8,0.129467,0.017946
loading,,wipo_out_7_3_2_score,PC9,-0.084886,0.010927
loading,,wipo_out_7_3_2_score,PC10,0.103713,0.007181
loading,,wipo_out_7_3_score,PC1,0.081272,0.37287
loading,,wipo_out_7_3_score,PC2,-0.008928,0.22296
loading,,wipo_out_7_3_score,PC3,0.010568,0.148778
loading,,wipo_out_7_3_score,PC4,0.026511,0.060602
loading,,wipo_out_7_3_score,PC5,0.030022,0.037459
loading,,wipo_out_7_3_score,PC6,-0.046456,0.032488
loading,,wipo_out_7_3_score,PC7,-0.029088,0.024564
loading,,wipo_out_7_3_score,PC8,0.02297,0.017946
loading,,wipo_out_7_3_score,PC9,-0.047408,0.010927
loading,,wipo_out_7_3_score,PC10,0.061359,0.007181
loading,,wipo_out_7_score,PC1,0.042327,0.37287
loading,,wipo_out_7_score,PC2,0.006998,0.22296
loading,,wipo_out_7_score,PC3,0.006808,0.148778
loading,,wipo_out_7_score,PC4,0.037522,0.060602
loading,,wipo_out_7_score,PC5,0.017259,0.037459
loading,,wipo_out_7_score,PC6,-0.022072,0.032488
loading,,wipo_out_7_score,PC7,-0.005072,0.024564
loading,,wipo_out_7_score,PC8,-0.006397,0.017946
loading,,wipo_out_7_score,PC9,-0.03066,0.010927
loading,,wipo_out_7_score,PC10,0.030946,0.007181
loading,,wipo_out_score,PC1,0.048757,0.37287
loading,,wipo_out_score,PC2,0.008344,0.22296
loading,,wipo_out_score,PC3,0.005165,0.148778
loading,,wipo_out_score,PC4,0.035259,0.060602
loading,,wipo_out_score,PC5,0.024444,0.037459
loading,,wipo_out_score,PC6,-0.026806,0.032488
loading,,wipo_out_score,PC7,0.000954,0.024564
loading,,wipo_out_score,PC8,0.007652,0.017946
loading,,wipo_out_score,PC9,-0.04111,0.010927
loading,,wipo_out_score,PC10,0.03298,0.007181
score,AGO,,PC1,-25.52322,
score,AGO,,PC2,-3.111321,
score,AGO,,PC3,11.748342,
score,AGO,,PC4,-12.86859,
score,AGO,,PC5,-5.588456,
score,AGO,,PC6,0.168318,
score,AGO,,PC7,9.04532,
score,AGO,,PC8,1.575308,
score,AGO,,PC9,4.126159,
score,AGO,,PC10,-0.195732,
score,ALB,,PC1,-14.593359,
score,ALB,,PC2,-7.983655,
score,ALB,,PC3,-6.204221,
score,ALB,,PC4,0.177109,
score,ALB,,PC5,-1.335292,
score,ALB,,PC6,-2.634421,
score,ALB,,PC7,-6.011788,
score,ALB,,PC8,-1.48968,
score,ALB,,PC9,-0.106535,
score,ALB,,PC10,5.508639,
score,ARE,,PC1,-0.526941,
score,ARE,,PC2,0.743768,
score,ARE,,PC3,-6.894955,
score,ARE,,PC4,23.824712,
score,ARE,,PC5,3.993902,
score,ARE,,PC6,5.276977,
score,ARE,,PC7,-9.560905,
score,ARE,,PC8,2.714281,
score,ARE,,PC9,-1.235513,
score,ARE,,PC10,-9.165281,
score,ARG,,PC1,-28.278248,
score,ARG,,PC2,7.615224,
score,ARG,,PC3,141.642681,
score,ARG,,PC4,9.297607,
score,ARG,,PC5,8.252329,
score,ARG,,PC6,-0.256927,
score,ARG,,PC7,-6.420082,
score,ARG,,PC8,-1.36932,
score,ARG,,PC9,0.845653,
score,ARG,,PC10,0.250306,
score,ARM,,PC1,-13.101414,
score,ARM,,PC2,-8.301634,
score,ARM,,PC3,-8.43143,
score,ARM,,PC4,3.471595,
score,ARM,,PC5,11.088686,
score,ARM,,PC6,-4.454353,
score,ARM,,PC7,-0.497375,
score,ARM,,PC8,-0.925692,
score,ARM,,PC9,14.578345,
score,ARM,,PC10,4.343127,
score,AUT,,PC1,28.407454,
score,AUT,,PC2,-6.297806,
score,AUT,,PC3,-0.817592,
score,AUT,,PC4,9.815837,
score,AUT,,PC5,1.993553,
score,AUT,,PC6,-7.672141,
score,AUT,,PC7,-3.782231,
score,AUT,,PC8,11.663935,
score,AUT,,PC9,-6.835503,
score,AUT,,PC10,3.17924,
score,AZE,,PC1,-15.476224,
score,AZE,,PC2,-6.756293,
score,AZE,,PC3,-6.472175,
score,AZE,,PC4,0.401756,
score,AZE,,PC5,1.651326,
score,AZE,,PC6,-8.620292,
score,AZE,,PC7,-4.964439,
score,AZE,,PC8,-4.405308,
score,AZE,,PC9,15.770469,
score,AZE,,PC10,-4.263541,
score,BEL,,PC1,22.990395,
score,BEL,,PC2,-7.560986,
score,BEL,,PC3,-0.792776,
score,BEL,,PC4,-0.52864,
score,BEL,,PC5,5.242445,
score,BEL,,PC6,-22.858301,
score,BEL,,PC7,4.035934,
score,BEL,,PC8,0.228774,
score,BEL,,PC9,-10.058965,
score,BEL,,PC10,3.798811,
score,BEN,,PC1,-20.942546,
score,BEN,,PC2,-6.152029,
score,BEN,,PC3,-6.94125,
score,BEN,,PC4,-8.36073,
score,BEN,,PC5,-5.623827,
score,BEN,,PC6,1.289059,
score,BEN,,PC7,5.041804,
score,BEN,,PC8,3.023326,
score,BEN,,PC9,-0.776613,
score,BEN,,PC10,-6.097268,
score,BFA,,PC1,-23.611955,
score,BFA,,PC2,-5.664199,
score,BFA,,PC3,-4.552658,
score,BFA,,PC4,-12.45178,
score,BFA,,PC5,-7.851258,
score,BFA,,PC6,2.245104,
score,BFA,,PC7,8.578019,
score,BFA,,PC8,3.626519,
score,BFA,,PC9,0.109298,
score,BFA,,PC10,-1.615058,
score,BGR,,PC1,8.348052,
score,BGR,,PC2,-9.486327,
score,BGR,,PC3,-2.995015,
score,BGR,,PC4,-3.887073,
score,BGR,,PC5,2.599702,
score,BGR,,PC6,6.467571,
score,BGR,,PC7,-6.278615,
score,BGR,,PC8,-4.783274,
score,BGR,,PC9,-3.968684,
score,BGR,,PC10,2.737713,
score,BIH,,PC1,-15.430692,
score,BIH,,PC2,-8.595985,
score,BIH,,PC3,-6.238916,
score,BIH,,PC4,-3.271182,
score,BIH,,PC5,-1.717026,
score,BIH,,PC6,-2.051438,
score,BIH,,PC7,-2.847548,
score,BIH,,PC8,-2.075351,
score,BIH,,PC9,4.964996,
score,BIH,,PC10,7.571375,
score,BRA,,PC1,-0.340292,
score,BRA,,PC2,39.023994,
score,BRA,,PC3,-3.40517,
score,BRA,,PC4,18.718703,
score,BRA,,PC5,-16.410814,
score,BRA,,PC6,10.761918,
score,BRA,,PC7,-3.642124,
score,BRA,,PC8,-0.411716,
score,BRA,,PC9,0.576984,
score,BRA,,PC10,-0.95975,
score,BWA,,PC1,-17.672916,
score,BWA,,PC2,-8.150735,
score,BWA,,PC3,-5.826543,
score,BWA,,PC4,-3.117004,
score,BWA,,PC5,-2.79532,
score,BWA,,PC6,-1.484575,
score,BWA,,PC7,-1.687916,
score,BWA,,PC8,-1.264332,
score,BWA,,PC9,-2.22541,
score,BWA,,PC10,-0.086715,
score,CHE,,PC1,89.799621,
score,CHE,,PC2,-20.189939,
score,CHE,,PC3,7.299935,
score,CHE,,PC4,-29.421366,
score,CHE,,PC5,11.770941,
score,CHE,,PC6,-36.097544,
score,CHE,,PC7,12.593317,
score,CHE,,PC8,-6.20292,
score,CHE,,PC9,5.829013,
score,CHE,,PC10,1.246874,
score,CHL,,PC1,-5.259348,
score,CHL,,PC2,-3.100408,
score,CHL,,PC3,-3.764407,
score,CHL,,PC4,6.317583,
score,CHL,,PC5,-1.353703,
score,CHL,,PC6,-0.745246,
score,CHL,,PC7,-8.427214,
score,CHL,,PC8,-2.40737,
score,CHL,,PC9,-3.288924,
score,CHL,,PC10,1.062269,
score,CIV,,PC1,-20.178735,
score,CIV,,PC2,-4.019229,
score,CIV,,PC3,-5.232317,
score,CIV,,PC4,-6.341883,
score,CIV,,PC5,-5.264611,
score,CIV,,PC6,2.221564,
score,CIV,,PC7,2.292695,
score,CIV,,PC8,1.066058,
score,CIV,,PC9,-2.613484,
score,CIV,,PC10,-3.79846,
score,CMR,,PC1,-22.16339,
score,CMR,,PC2,-4.4523,
score,CMR,,PC3,-3.939164,
score,CMR,,PC4,-10.9397,
score,CMR,,PC5,-7.963596,
score,CMR,,PC6,2.146474,
score,CMR,,PC7,7.909552,
score,CMR,,PC8,3.884167,
score,CMR,,PC9,-2.607731,
score,CMR,,PC10,-1.617784,
score,COL,,PC1,-11.14693,
score,COL,,PC2,3.044488,
score,COL,,PC3,-2.606238,
score,COL,,PC4,4.382302,
score,COL,,PC5,-2.971712,
score,COL,,PC6,-0.914831,
score,COL,,PC7,-3.77443,
score,COL,,PC8,-2.135586,
score,COL,,PC9,-3.172732,
score,COL,,PC10,0.667931,
score,CRI,,PC1,-12.824248,
score,CRI,,PC2,-6.921995,
score,CRI,,PC3,-7.879017,
score,CRI,,PC4,2.687951,
score,CRI,,PC5,0.27083,
score,CRI,,PC6,-1.806921,
score,CRI,,PC7,-5.936159,
score,CRI,,PC8,-1.78479,
score,CRI,,PC9,-0.44096,
score,CRI,,PC10,3.512062,
score,CZE,,PC1,25.962471,
score,CZE,,PC2,-8.667439,
score,CZE,,PC3,-1.910029,
score,CZE,,PC4,1.009449,
score,CZE,,PC5,12.117921,
score,CZE,,PC6,15.578277,
score,CZE,,PC7,-1.451605,
score,CZE,,PC8,-2.351753,
score,CZE,,PC9,-4.052229,
score,CZE,,PC10,2.842087,
score,DEU,,PC1,84.338732,
score,DEU,,PC2,25.233249,
score,DEU,,PC3,7.365651,
score,DEU,,PC4,16.98356,
score,DEU,,PC5,-27.139139,
score,DEU,,PC6,12.456222,
score,DEU,,PC7,16.167814,
score,DEU,,PC8,-7.383027,
score,DEU,,PC9,8.822942,
score,DEU,,PC10,2.466275,
score,DNK,,PC1,100.180037,
score,DNK,,PC2,-20.858622,
score,DNK,,PC3,9.023705,
score,DNK,,PC4,-25.945836,
score,DNK,,PC5,-3.005597,
score,DNK,,PC6,26.863785,
score,DNK,,PC7,-12.723944,
score,DNK,,PC8,3.937451,
score,DNK,,PC9,7.24728,
score,DNK,,PC10,-1.924726,
score,DOM,,PC1,-17.540493,
score,DOM,,PC2,-5.753012,
score,DOM,,PC3,-5.700949,
score,DOM,,PC4,-1.117559,
score,DOM,,PC5,-2.379318,
score,DOM,,PC6,-1.099584,
score,DOM,,PC7,-2.040999,
score,DOM,,PC8,-1.679807,
score,DOM,,PC9,3.666082,
score,DOM,,PC10,1.22053,
score,ECU,,PC1,-17.389458,
score,ECU,,PC2,-4.973581,
score,ECU,,PC3,-6.065773,
score,ECU,,PC4,-2.9117,
score,ECU,,PC5,-2.854259,
score,ECU,,PC6,-2.338693,
score,ECU,,PC7,-0.602445,
score,ECU,,PC8,-3.922461,
score,ECU,,PC9,1.690185,
score,ECU,,PC10,0.590079,
score,ESP,,PC1,14.693591,
score,ESP,,PC2,11.149138,
score,ESP,,PC3,-2.271593,
score,ESP,,PC4,19.542088,
score,ESP,,PC5,-10.558187,
score,ESP,,PC6,2.955632,
score,ESP,,PC7,-3.644966,
score,ESP,,PC8,-3.725994,
score,ESP,,PC9,-3.341366,
score,ESP,,PC10,0.930482,
score,FIN,,PC1,79.855757,
score,FIN,,PC2,-17.523532,
score,FIN,,PC3,5.963927,
score,FIN,,PC4,-14.913398,
score,FIN,,PC5,-0.63886,
score,FIN,,PC6,7.413585,
score,FIN,,PC7,-9.860624,
score,FIN,,PC8,15.553922,
score,FIN,,PC9,2.119508,
score,FIN,,PC10,-2.074914,
score,FRA,,PC1,42.06965,
score,FRA,,PC2,23.373532,
score,FRA,,PC3,0.650794,
score,FRA,,PC4,29.03176,
score,FRA,,PC5,-19.128026,
score,FRA,,PC6,0.005267,
score,FRA,,PC7,9.134333,
score,FRA,,PC8,1.299173,
score,FRA,,PC9,-0.159298,
score,FRA,,PC10,-0.033352,
score,GBR,,PC1,51.002008,
score,GBR,,PC2,22.725943,
score,GBR,,PC3,3.042766,
score,GBR,,PC4,17.929739,
score,GBR,,PC5,-13.483355,
score,GBR,,PC6,-15.64402,
score,GBR,,PC7,21.127492,
score,GBR,,PC8,-12.848371,
score,GBR,,PC9,-3.358562,
score,GBR,,PC10,-0.444188,
score,GEO,,PC1,-11.662957,
score,GEO,,PC2,-8.166904,
score,GEO,,PC3,-7.028153,
score,GEO,,PC4,1.287242,
score,GEO,,PC5,1.371524,
score,GEO,,PC6,-3.271945,
score,GEO,,PC7,-6.325206,
score,GEO,,PC8,-0.834744,
score,GEO,,PC9,3.216599,
score,GEO,,PC10,4.676474,
score,GHA,,PC1,-20.302718,
score,GHA,,PC2,-2.963017,
score,GHA,,PC3,8.028961,
score,GHA,,PC4,-5.832586,
score,GHA,,PC5,-3.716209,
score,GHA,,PC6,1.548658,
score,GHA,,PC7,2.177265,
score,GHA,,PC8,1.081845,
score,GHA,,PC9,-6.408196,
score,GHA,,PC10,-5.65978,
score,GRC,,PC1,-1.598861,
score,GRC,,PC2,-5.697394,
score,GRC,,PC3,-4.248891,
score,GRC,,PC4,5.115072,
score,GRC,,PC5,1.460805,
score,GRC,,PC6,-2.230229,
score,GRC,,PC7,-5.476095,
score,GRC,,PC8,-2.005907,
score,GRC,,PC9,-5.056439,
score,GRC,,PC10,4.133971,
score,GTM,,PC1,-20.159672,
score,GTM,,PC2,-5.716915,
score,GTM,,PC3,-5.608055,
score,GTM,,PC4,-6.186433,
score,GTM,,PC5,-4.463698,
score,GTM,,PC6,-0.717517,
score,GTM,,PC7,2.845381,
score,GTM,,PC8,-0.624787,
